title,authors,num_authors,abstract,abstract_length,year,journal_ref,venue,reference_count,influential_citations,citations,citations_per_year,age_years,category,category_code,link,pdf_url,canonical_link,arxiv_id
Dynamic scaling and quasi-ordered states in the two dimensional Swift-Hohenberg equation,"K. R. Elder, Jorge Viñals, Martin Grant",3,"The process of pattern formation in the two dimensional Swift-Hohenberg equation is examined through numerical and analytic methods. Dynamic scaling relationships are developed for the collective ordering of convective rolls in the limit of infinite aspect ratio. The stationary solutions are shown to be strongly influenced by the strength of noise. Stationary states for small and large noise strengths appear to be quasi-ordered and disordered respectively. The dynamics of ordering from an initially inhomogeneous state is very slow in the former case and fast in the latter. Both numerical and analytic calculations indicate that the slow dynamics can be characterized by a simple scaling relationship, with a characteristic dynamic exponent of $1/4$ in the intermediate time regime.",788,1992,"Phys. Rev. A 46, 7618 (1992)",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9205015v1,https://arxiv.org/pdf/cond-mat/9205015v1.pdf,http://arxiv.org/abs/cond-mat/9205015v1,cond-mat/9205015v1
C_{60} with O defects: Localized states in the gap and oxygen clustering,Kikuo Harigaya,1,"We propose a Su-Schrieffer-Heeger type electron-phonon model for C_{60} with O defects and solve by the adiabatic approximation. Two new properties are obtained. (1) The dimerization becomes weaker around the oxygen. Two localized states appear deep in the gap. Optical transition between them is allowed. This accords with the recent optical absorption data. (2) Oxygens are predicted to cluster on the surface of $\soc$. PACS numbers: 3640, 7155, 6165, 3120P",460,1992,J.Phys.Condens.Matter 4 (1992) 6769-6774,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9205016v1,https://arxiv.org/pdf/cond-mat/9205016v1.pdf,http://arxiv.org/abs/cond-mat/9205016v1,cond-mat/9205016v1
Self Organization and a Dynamical Transition in Traffic Flow Models,"Ofer Biham, A. Alan Middleton, Dov Levine",3,A simple model that describes traffic flow in two dimensions is studied. A sharp {\it jamming transition } is found that separates between the low density dynamical phase in which all cars move at maximal speed and the high density jammed phase in which they are all stuck. Self organization effects in both phases are studied and discussed.,341,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206001v1,https://arxiv.org/pdf/cond-mat/9206001v1.pdf,http://arxiv.org/abs/cond-mat/9206001v1,cond-mat/9206001v1
Twisted Boundary Conditions and the Adiabatic Ground State for the Attractive XXZ Luttinger Liquid,"Naichang Yu, Michael Fowler",2,"The one-dimensional attractive lattice fermion gas equivalent to the Heisenberg-Ising spin 1/2 chain is studied for a ring geometry threaded by magnetic flux. We find that for charged fermions having interaction strength $\Delta=\cos(\pi / p)$ with $p$ {\it noninteger}, the adiabatic ground state is periodic in the magnetic flux threading the chain, with period 2 flux quanta, as found by Shastry and Sutherland for the repulsive case. We find that, at particular values of the threading field, a sequence of initially zero-energy bound states form at the Fermi surface during the adiabatic process, the largest containing $[p]$ (the integer part of $p$) fermions. This largest bound state moves around to the other Fermi point and sequentially unbinds. We find Berry's Phase for the whole process to be $[p] \pi$. For $p$ {\it integer}, as $\Phi$ increases, eventually all the particles in the system go into bound states of size $[p]$. The period in this case is of order the size of the system.",999,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206002v1,https://arxiv.org/pdf/cond-mat/9206002v1.pdf,http://arxiv.org/abs/cond-mat/9206002v1,cond-mat/9206002v1
Interactions for odd-omega gap singlet superconductors,"Elihu Abrahams, Alexander Balatsky, J. R. Schrieffer, Philip B. Allen",4,"A class of singlet superconductors with a gap function $\Delta({\bf k}, \omega_n)$ which is {\it odd} in both momentum and Matsubara frequency was proposed recently \cite{ba}. To show an instability in the {\it odd} gap channel, a model phonon propagator was used with the $p$-wave interaction strength larger than the $s$-wave. We argue that the positive scattering matrix element entering the Eliashberg equations leads to a constraint on the relative strength of $p$- and $s$-wave interactions which inhibits odd pairing. However, a general spin dependent electron-electron interaction can satisfy all constraints and produce the odd singlet gap. A possibility which may lead to an odd gap is a strongly antiferromagnetically correlated system, such as a high-$T_c$ material.",778,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206003v3,https://arxiv.org/pdf/cond-mat/9206003v3.pdf,http://arxiv.org/abs/cond-mat/9206003v3,cond-mat/9206003v3
New Dynamic Monte Carlo Renormalization Group Method,"Martin-D. Lacasse, Jorge Vinals, Martin Grant",3,"The dynamical critical exponent of the two-dimensional spin-flip Ising model is evaluated by a Monte Carlo renormalization group method involving a transformation in time. The results agree very well with a finite-size scaling analysis performed on the same data. The value of $z = 2.13 \pm 0.01$ is obtained, which is consistent with most recent estimates.",357,1992,Phys.Rev. B47 (1993) 5646,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206004v1,https://arxiv.org/pdf/cond-mat/9206004v1.pdf,http://arxiv.org/abs/cond-mat/9206004v1,cond-mat/9206004v1
Directed Polymer Blends and Quantum Critical Phenomena,"Randall D. Kamien, David R. Nelson",2,"The statistical mechanics of directed line-like objects, such as directed polymers in an external field, strands of dipoles in both ferro- and electrorheological fluids, and flux lines in high-$T_{\tiny C}$ superconductors bears a close resemblance to the quantum mechanics of bosons in $2+1$ dimensions. We show that single component and binary mixture critical phenomena in these systems are in the universality class of three dimensional uniaxial dipolar ferromagnets and ferroelectrics. Our results also apply to films of two superfluid species undergoing phase separation well below their $\lambda$-points near $T=0$. In the case of directed polymers and electrorheological fluids we analyze the effects of free ends occurring in the sample as well as a novel directionally-dependent compressibility.",805,1992,J. Stat. Phys. 71 (1993) 23,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206006v1,https://arxiv.org/pdf/cond-mat/9206006v1.pdf,http://arxiv.org/abs/cond-mat/9206006v1,cond-mat/9206006v1
New Fermionic Description of Quantum S = 1/2 Antiferromargnet,A. M. Tsvelik,1,A novel approach to S =1/2 antiferromagnets with strong fluctuations based on the representation of spin-1/2 operators as bylinear forms of real (Majorana) fermions is suggested. This representation has the advantage of being irreducible without any constraints on the fermionic Hilbert space. This property allows to derive an effective Hamiltonian for low-lying excitations in the spin liquid state. It is proven that these excitations are S = 1 real fermions.,462,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206007v1,https://arxiv.org/pdf/cond-mat/9206007v1.pdf,http://arxiv.org/abs/cond-mat/9206007v1,cond-mat/9206007v1
The Nonequilibrium Dynamics of Driven Line Liquids,Terence Hwa,1,"We study the nonequilibrium dynamics of line liquids as realized in the nonlinear motion of flux lines of a superconductor driven by an applied electric current. Our analysis suggests a transition in the dynamics of the lines from a smooth, laminar phase at small driving forces, to a rough, turbulent phase when the drive is increased. We explore the nature of these phases and describe interesting analogies to driven diffusion and growing interfaces.",453,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206008v1,https://arxiv.org/pdf/cond-mat/9206008v1.pdf,http://arxiv.org/abs/cond-mat/9206008v1,cond-mat/9206008v1
Quantum Field Theories on Manifolds with Curved Boundaries: Scalar Fields,"D. M. McAvity, H. Osborn",2,"A framework allowing for perturbative calculations to be carried out for quantum field theories with arbitrary smoothly curved boundaries is described. It is based on an expansion of the heat kernel derived earlier for arbitrary mixed Dirichlet and Neumann boundary conditions.   The method is applied to a general renormalisable scalar field theory in four dimensions using dimensional regularisation to two loops and expanding about arbitrary background fields. Detailed results are also specialised to an $O(n)$ symmetric model with a single coupling constant. Extra boundary terms are introduced into the action which give rise to either Dirichlet or generalised Neumann boundary conditions for the quantum fields. For plane boundaries the resulting renormalisation group functions are in accord with earlier results but here the additional terms depending on the extrinsic curvature of the boundary are found. Various consistency relations are also checked and the implications of conformal invariance at the critical point where the $\beta$ function vanishes are also derived. The local Scr\""odinger equation for the wave functional defined by the functional integral under deformations of the boundary is also verified to two loops. Its consistency with the renormalisation group to all orders in perturbation theory is discussed.",1337,1992,Nucl.Phys. B394 (1993) 728-790,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206009v1,https://arxiv.org/pdf/cond-mat/9206009v1.pdf,http://arxiv.org/abs/cond-mat/9206009v1,cond-mat/9206009v1
Magnetic Properties of Undoped $C_{60}$,"D. Coffey, S. A. Trugman",2,"The Heisenberg antiferromagnet, which arises from the large $U$ Hubbard model, is investigated on the $C_{60}$ molecule and other fullerenes. The connectivity of $C_{60}$ leads to an exotic classical ground state with nontrivial topology. We argue that there is no phase transition in the Hubbard model as a function of $U/t$, and thus the large $U$ solution is relevant for the physical case of intermediate coupling. The system undergoes a first order metamagnetic phase transition. We also consider the S=1/2 case using perturbation theory. Experimental tests are suggested.",577,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206010v1,https://arxiv.org/pdf/cond-mat/9206010v1.pdf,http://arxiv.org/abs/cond-mat/9206010v1,cond-mat/9206010v1
Correlations for the S=1/2 Antiferromagnet on a Truncated Tetrahedron,"D. Coffey, S. A. Trugman",2,"The antiferromagnetic Heisenberg Hamiltonian is investigated on a truncated tetrahedron, which is a closed 12 site system. We find that the ground state has many similarities to that of $C_{60}$. We study 2- and 4-spin correlations in the classical ground state of the truncated tetrahedron and calculate the same correlations in the exact S=1/2 ground state. We find that the classical correlations survive for a range of bond strengths in the Heisenberg Hamiltonian and that one can construct a good trial wavefunction based on the classical ground state. This suggests that the correlations present in the classical ground state of $C_{60}$ also survive in the exact ground state of that system, for a range of bond strengths about the physically relevant $J_2 \approx J_1$. We calculate the momentum-space correlation function $S ( q )$, which is measurable by neutron scattering, for both $C_{12}$ and $C_{60}$. We also calculate correlations at finite temperature.",970,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9206011v1,https://arxiv.org/pdf/cond-mat/9206011v1.pdf,http://arxiv.org/abs/cond-mat/9206011v1,cond-mat/9206011v1
Random Sequential Adsorption on a Line: Mean-Field Theory of Diffusional Relaxation,"Vladimir Privman, Mustansir Barma",2,"We develop a new fast-diffusion approximation for the kinetics of deposition of extended objects on a linear substrate, accompanied by diffusional relaxation. This new approximation plays the role of the mean-field theory for such processes and is valid over a significantly larger range than an earlier variant, which was based on a mapping to chemical reactions. In particular, continuum-limit off-lattice deposition is described naturally within our approximation. The criteria for the applicability of the mean-field theory are derived. While deposition of dimers, and marginally, trimers, is affected by fluctuations, we find that the k-mer deposition kinetics is asymptotically mean-field like for all k=4,5,..., where the limit k->infinity, when properly defined, describes deposition-diffusion kinetics in the continuum.",828,1992,"J. Chem. Phys. 97, 6714-6719 (1992)",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207004v1,https://arxiv.org/pdf/cond-mat/9207004v1.pdf,http://arxiv.org/abs/cond-mat/9207004v1,cond-mat/9207004v1
On the Harmonic Oscillator Regularization of Partition Functions,Kåre Olaussen,1,"A convenient way to calculate $N$-particle quantum partition functions is by confining the particles in a weak harmonic potential instead of using a finite box or periodic boundary conditions. There is, however, a slightly different connection between partition functions and thermodynamic quantities with such volume regularization. This is made explicit, and its origin explained to be due to the system having a space-varying density in an external potential. Beyond perturbation theory there is a potential pitfall with the method, which is pointed out.",557,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207005v1,https://arxiv.org/pdf/cond-mat/9207005v1.pdf,http://arxiv.org/abs/cond-mat/9207005v1,cond-mat/9207005v1
Phase Diagram of a Lattice Microemulsion Model in Two Dimensions,Per Arne Slotte,1,"The phase diagram of a lattice microemulsion model proposed by Ciach, H{\o}ye and Stell is studied using mean-field theory and Monte Carlo simulations. Surfactant directional degrees of freedom are summed out exactly before mean-field theory is applied, and the resulting phase diagrams are much improved compared with previous mean-field results. The critical line and tricritical point is located using Monte Carlo simulations and finite size scaling.",453,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207006v1,https://arxiv.org/pdf/cond-mat/9207006v1.pdf,http://arxiv.org/abs/cond-mat/9207006v1,cond-mat/9207006v1
Low voltage conductance of small tunnel junctions,"F. Guinea, M. Ueda",2,"A discrete charge transfer in a small tunnel junction where Coulomb interactions are important can excite electron-hole pairs near the Fermi level. We use a simple model to study the associated nonequilibrium properties and found two novel effects: (i) for junctions with electrodes of the same electronic properties, a leakage current exists within the Coulomb gap even when the environmental impedance is infinite; (ii) for junctions with electrodes of different electronic properties, the differential conductance diverges when a net interaction between conduction electrons is attractive, and it is strongly suppressed for a net repulsive interaction.",655,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207007v1,https://arxiv.org/pdf/cond-mat/9207007v1.pdf,http://arxiv.org/abs/cond-mat/9207007v1,cond-mat/9207007v1
Vortex Line Fluctuations in Model High Temperature Superconductors,"Ying-Hong Li, S. Teitel",2,"We carry out Monte Carlo simulations of the uniformly frustrated 3d XY model as a model for vortex line fluctuations in a high Tc superconductor. A density of vortex lines of f=1/25 is considered. We find two sharp phase transitions. The low T phase is an ordered vortex line lattice. The high T normal phase is a vortex line liquid with much entangling, cutting, and loop excitations. An intermediate phase is found which is characterized as a vortex line liquid of disentangled lines. In this phase, the system displays superconducting properties in the direction parallel to the magnetic field, but normal behavior in planes perpendicular to the magnetic field.",664,1992,Phys.Rev. B47 (1993) 359,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207008v1,https://arxiv.org/pdf/cond-mat/9207008v1.pdf,http://arxiv.org/abs/cond-mat/9207008v1,cond-mat/9207008v1
Modification of the Magnetic Flux-Line Interaction at a Superconductor's Surface,M. Cristina Marchetti,1,The pair interaction between magnetic flux lines in a semi-infinite slab of an anisotropic type-II superconductor in an external field is derived in the London limit. The case where the applied field is normal to the superconductor/vacuum interface is considered. The presence of stray fields near the surface leads to an additional contribution to the repulsive interaction between flux lines that vanishes exponentially with the distance from the interface. The pair interaction is used to obtain the continuum elastic energy of a distorted semi-infinite flux-line array. The presence of the superconductor/vacuum interface yields surface contributions to the compressional and tilt elastic constants.,703,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207009v1,https://arxiv.org/pdf/cond-mat/9207009v1.pdf,http://arxiv.org/abs/cond-mat/9207009v1,cond-mat/9207009v1
Unstable Periodic Orbits in the Stadium Billiard,"Ofer Biham, Mark Kvale",2,A systematic numerical technique for the calculation of unstable periodic orbits in the stadium billiard is presented. All the periodic orbits up to order $p=11$ are calculated and then used to calculate the average Lyapunov exponent and the topological entropy. Applications to semiclassical quantization and to experiments in mesoscopic systems and microwave cavities are noted.,380,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207010v1,https://arxiv.org/pdf/cond-mat/9207010v1.pdf,http://arxiv.org/abs/cond-mat/9207010v1,cond-mat/9207010v1
Numerical study of pattern formation following a convective instability in non-Boussinesq fluids,"Hao-wen Xi, Jorge Vinals, J. D. Gunton",3,"We present a numerical study of a model of pattern formation following a convective instability in a non-Boussinesq fluid. It is shown that many of the features observed in convection experiments conducted on $CO_{2}$ gas can be reproduced by using a generalized two-dimensional Swift-Hohenberg equation. The formation of hexagonal patterns, rolls and spirals is studied, as well as the transitions and competition among them. We also study nucleation and growth of hexagonal patterns and find that the front velocity in this two dimensional model is consistent with the prediction of marginal stability theory for one dimensional fronts.",638,1992,"Phys. Rev. A 46, R4483 (1992)",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207011v1,https://arxiv.org/pdf/cond-mat/9207011v1.pdf,http://arxiv.org/abs/cond-mat/9207011v1,cond-mat/9207011v1
Magnetic and Dynamic Properties of the Hubbard Model in Infinite Dimensions,"M. Jarrell, Thomas Pruschke",2,An essentially exact solution of the infinite dimensional Hubbard model is made possible by using a self-consistent mapping of the Hubbard model in this limit to an effective single impurity Anderson model. Solving the latter with quantum Monte Carlo procedures enables us to obtain exact results for the one and two-particle properties of the infinite dimensional Hubbard model. In particular we find antiferromagnetism and a pseudogap in the single-particle density of states for sufficiently large values of the intrasite Coulomb interaction at half filling. Both the antiferromagnetic phase and the insulating phase above the N\'eel temperature are found to be quickly suppressed on doping. The latter is replaced by a heavy electron metal with a quasiparticle mass strongly dependent on doping as soon as $n<1$. At half filling the antiferromagnetic phase boundary agrees surprisingly well in shape and order of magnitude with results for the three dimensional Hubbard model.,980,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207012v2,https://arxiv.org/pdf/cond-mat/9207012v2.pdf,http://arxiv.org/abs/cond-mat/9207012v2,cond-mat/9207012v2
The Majorana Fermions for Quantum S=1/2 Antiferromagnet?,Alexander Moroz,1,Recently it has been suggested by A. M. Tsvelik that quantum S=1/2 antiferromagnet can be described by the Majorana fermions in an irreducible way and without any constraint. In contrast to this claim we shall show that this representation is highly reducible. It is a direct sum of four irreducible fundamental representations of $su(2)$ algebra.,347,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207013v1,https://arxiv.org/pdf/cond-mat/9207013v1.pdf,http://arxiv.org/abs/cond-mat/9207013v1,cond-mat/9207013v1
Morphology of Amorphous Layers Ballistically Deposited on a Planar Substrate,"B. D. Lubachevsky, V. Privman, S. C. Roy",3,"We report numerical simulation of the deposition of spherical particles on a planar surface, by ballistic, straight-line trajectory transport, and assuming irreversible adhesion on contact with the surface or previously deposited particles. Our data indicate that the deposit formed has a loosely layered structure within few diameters from the surface. This structure can be explained by a model of growth via chain formation. Away from the surface we found evidence of a monotonic, power-law approach to the bulk density. Both density and contact-statistics results suggest that the deposit formed is sparse: the space-filling fraction is about 15%, and the average number of contacts is 2. The morphology of the deposit both near the surface and in the bulk seems to be a result of competition of screening and branching; nearly half of all the spheres are either single-contact dangling ends, or branching nodes with more than two contacts.",944,1992,"Phys.Rev.E47:48-53,1993",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207014v1,https://arxiv.org/pdf/cond-mat/9207014v1.pdf,http://arxiv.org/abs/cond-mat/9207014v1,cond-mat/9207014v1
Fast-diffusion mean-field theory for k-body reactions in one dimension,"V. Privman, M. D. Grynberg",2,"We derive an improved mean-field approximation for k-body annihilation reactions kA --> inert, for hard-core diffusing particles on a line, annihilating in groups of k neighbors with probability 0 < q <= 1. The hopping and annihilation processes are correlated to mimic chemical reactions. Our new mean-field theory accounts for hard-core particle properties and has a larger region of applicability than the standard chemical rate equation especially for large k values. Criteria for validity of the mean-field theory and its use in phenomenological data fits are derived. Numerical tests are reported for k=3,4,5,6.",617,1992,"J.Phys.A25:6567-6576,1992",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207015v1,https://arxiv.org/pdf/cond-mat/9207015v1.pdf,http://arxiv.org/abs/cond-mat/9207015v1,cond-mat/9207015v1
Ferromagnetism of the 1-D Kondo Lattice Model: A Quantum Monte Carlo Study,"Matthias Troyer, Diethelm Würtz",2,The one dimensional Kondo lattice model is investigated using Quantum Monte Carlo and transfer matrix techniques. In the strong coupling region ferromagnetic ordering is found even at large band fillings. In the weak coupling region the system shows an RKKY like behavior.,272,1992,"Phys. Rev. B 47, 2886 (1993)",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207016v1,https://arxiv.org/pdf/cond-mat/9207016v1.pdf,http://arxiv.org/abs/cond-mat/9207016v1,cond-mat/9207016v1
Transport Properties and Fluctuations in Type II Superconductors Near $H_{c2}$,"Robert J. Troy, Alan T. Dorsey",2,"We study the flux-flow Hall effect and thermomagnetic transport near the upper critical field \hctwo\ in extreme type-II superconductors starting from a suitable generalization of the time dependent Ginzburg-Landau equations. We explicitly incorporate the effects of backflow into the calculations of the local electric field and current, leading to a current which is properly divergenceless. The Hall conductivity calculated from this current agrees with other mean-field calculations which assume a uniform applied electric field (the Schmid-Caroli-Maki solution), thereby vindicating these simplified treatments. We then use these results to calculate the transverse thermomagnetic effects (the Ettingshausen and Nernst effects). The effects of thermal fluctuations and nonlocal elasticity of the flux lattice are incorporated using a method recently developed by Vecris and Pelcovits [G. Vecris and R. A. Pelcovits, Phys. Rev. B {\bf 44}, 2767 (1991)]. Our results, taken together with those of Vecris and Pelcovits, provide a rather complete description of the transport properties of the flux lattice state near \hctwo, at least within the framework of time dependent Ginzburg-Landau theory.",1198,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207017v1,https://arxiv.org/pdf/cond-mat/9207017v1.pdf,http://arxiv.org/abs/cond-mat/9207017v1,cond-mat/9207017v1
Vortex motion and the Hall effect in type II superconductors: a time dependent Ginzburg-Landau theory approach,Alan T. Dorsey,1,"Vortex motion in type II superconductors is studied starting from a variant of the time dependent Ginzburg-Landau equations, in which the order parameter relaxation time is taken to be complex. Using a method due to Gor'kov and Kopnin, we derive an equation of motion for a single vortex ($B\ll H_{c2}$) in the presence of an applied transport current. The imaginary part of the relaxation time and the normal state Hall effect both break ``particle-hole symmetry,'' and produce a component of the vortex velocity parallel to the transport current, and consequently a Hall field due to the vortex motion. Various models for the relaxation time are considered, allowing for a comparison to some phenomenological models of vortex motion in superconductors, such as the Bardeen-Stephen and Nozi\`eres-Vinen models, as well as to models of vortex motion in neutral superfluids. In addition, the transport energy, Nernst effect, and thermopower are calculated for a single vortex. Vortex bending and fluctuations can also be included within this description, resulting in a Langevin equation description of the vortex motion. The Langevin equation is used to discuss the propagation of helicon waves and the diffusional motion of a vortex line. The results are discussed in light of the rather puzzling sign change of the Hall effect which has been observed in the mixed state of the high temperature superconductors.",1412,1992,"Phys.Rev.B46:8376-8392,1992",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207018v1,https://arxiv.org/pdf/cond-mat/9207018v1.pdf,http://arxiv.org/abs/cond-mat/9207018v1,cond-mat/9207018v1
Duality in Multi-layered Quantum Hall Systems,C. Ting,1,"The braid group dynamics captures the fractional quantum Hall effect (FQHE) as a manifestation of puncture phase. When the dynamics is generalized for particles on a multi-sheeted surface, we obtain new tools which determine the fractional charges, the quantum statistics, and the filling factors of the multi-layered FQHE. A many-quasi-hole wavefunction is proposed for the bilayered samples. We also predict a $\nu = 5/7$ FQHE for triple-layered samples. The viability of {\em 3-dimensional} FQHE and the application of the concept of generalized duality to anyonic superconductivity are discussed.",600,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207019v1,https://arxiv.org/pdf/cond-mat/9207019v1.pdf,http://arxiv.org/abs/cond-mat/9207019v1,cond-mat/9207019v1
"Mutual statistics, braid group, and the fractional quantum Hall effect",C. Ting,1,We show that the notion of mutual statistics arises naturally from the representation theory of the braid group over the multi-sheeted surface. A Hamiltonian which describes particles moving on the double-sheeted surface is proposed as a model for the bilayered fractional quantum Hall effect (FQHE) discovered recently. We explicitly show that the quasi-holes of the bilayered Hall fluid display fractional mutual statistics. A model for 3-dimensional FQHE using the multi-layered sample is suggested.,502,1992,Int.J.Mod.Phys. B6 (1992) 3155-3178,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207020v1,https://arxiv.org/pdf/cond-mat/9207020v1.pdf,http://arxiv.org/abs/cond-mat/9207020v1,cond-mat/9207020v1
Nonlinear Meissner Effect in CuO Superconductors,"S. K. Yip, J. A. Sauls",2,"Recent theories of the NMR in the CuO superconductors are based on a spin-singlet $d_{x^2-y^2}$ order parameter. Since this state has nodal lines on the Fermi surface, nonlinear effects associated with low-energy quasiparticles become important, particularly at low temperatures. We show that the field-dependence of the supercurrent, below the nucleation field for vortices, can be used to locate the positions of the nodal lines of an unconventional gap in momentum space, and hence test the proposed $d_{x^2-y^2}$ state.",523,1992,"Phys.Rev.Lett.69:2264,1992",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207021v1,https://arxiv.org/pdf/cond-mat/9207021v1.pdf,http://arxiv.org/abs/cond-mat/9207021v1,cond-mat/9207021v1
Melting a copper cluster: Critical droplet theory,"Ole H. Nielsen, James P. Sethna, Per Stoltze, Karsten W. Jacobsen, Jens K. Norskov",5,"We simulate the melting of a 71 A diameter cluster of Cu. At low temperatures the crystal exhibits facets. With increasing temperatures the open facets pre-melt, the melted regions coalesce into a liquid envelope containing a crystalline nucleus, and the nucleus finally goes unstable to the supercooled liquid. Using critical droplet theory and experimental data for Cu, we explain the thermodynamics of the coexistence region. The width of the transition scales as (Number of particles) to the power (-1/4).",509,1992,"Europhysics Lett. 26, 51 (1994)",arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207023v1,https://arxiv.org/pdf/cond-mat/9207023v1.pdf,http://arxiv.org/abs/cond-mat/9207023v1,cond-mat/9207023v1
Zero Frequency Current Noise for the Double Tunnel Junction Coulomb Blockade,"Selman Hershfield, John H. Davies, Per Hyldgaard, Christopher J. Stanton, John W. Wilkins",5,"We compute the zero frequency current noise numerically and in several limits analytically for the coulomb blockade problem consisting of two tunnel junctions connected in series. At low temperatures over a wide range of voltages, capacitances, and resistances it is shown that the noise measures the variance in the number of electrons in the region between the two tunnel junctions. The average current, on the other hand, only measures the mean number of electrons. Thus, the noise provides additional information about transport in these devices which is not available from measuring the current alone.",606,1992,,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207024v1,https://arxiv.org/pdf/cond-mat/9207024v1.pdf,http://arxiv.org/abs/cond-mat/9207024v1,cond-mat/9207024v1
Critical exponents of the degenerate Hubbard model,"Holger Frahm, Andreas Schadschneider",2,We study the critical behaviour of the \SUN{} generalization of the one-dimensional Hubbard model with arbitrary degeneracy $N$. Using the integrability of this model by Bethe Ansatz we are able to compute the spectrum of the low-lying excitations in a large but finite box for arbitrary values of the electron density and of the Coulomb interaction. This information is used to determine the asymptotic behaviour of correlation functions at zero temperature in the presence of external fields lifting the degeneracy. The critical exponents depend on the system parameters through a $N\times N$ dressed charge matrix implying the relevance of the interaction of charge- and spin-density waves.,693,1992,J.Phys. A26 (1993) 1463-1480,arXiv Condensed Matter Physics,0,0,0,0,33.5,Condensed Matter Physics,cond-mat,https://arxiv.org/abs/cond-mat/9207026v1,https://arxiv.org/pdf/cond-mat/9207026v1.pdf,http://arxiv.org/abs/cond-mat/9207026v1,cond-mat/9207026v1
